id,slug,title,category,folder_order,sort_order,content,created_at,updated_at,language
19,2-verb/9-ている,ている — progressive vs. resultant state,verb,2,9,"# ている — progressive vs. resultant state

て-form + いる (see [[2-て-form]]) is introduced early as ""-ing,"" but it actually covers two different meanings depending on the verb — mixing them up is a common source of confusion in daily conversation.

## Forming it
Standard て-form attachment: 食べて + いる → 食べている. Conjugates as a る-verb from there:

- 食べている / 食べていない / 食べていた / 食べていなかった
- Polite: 食べています / 食べていません / 食べていました

Casual speech routinely drops the い: 食べてる, 食べてない — extremely common, safe to use casually, but keep the full いる form in polite/written contexts.

## Reading 1 — progressive (action in progress)
With **continuous/durative verbs** (actions that take time to complete), ている describes the action happening right now, mid-way through:

- 今、ご飯を食べている。— [I]'m eating right now.
- 雨が降っている。— It's raining. (ongoing)
- 本を読んでいます。— [I]'m reading a book.

This is the ""-ing"" reading most learners default to — correct for this class of verbs.

## Reading 2 — resultant state (the result of a change persists)
With **instantaneous/punctual verbs** (actions that happen in a single moment, not drawn out — 死ぬ, 結婚する, 知る, 落ちる, 開く), ている instead describes the *state that results* from that instant having already happened:

- 結婚している。— [I]'m married. (NOT ""I'm in the middle of marrying"" — the event already happened, and the resulting state persists)
- 知っている。— [I] know. (the moment of learning already happened; knowing is the resulting state)
- 窓が開いている。— The window is open. (someone opened it; open is the resulting state)
- 彼は死んでいる。— He is dead. (not ""he is dying"")

This trips learners up specifically because English ""-ing"" would suggest the action is mid-way, but for these verbs Japanese ている always means the state-after-the-fact, never ""in the process of.""

## How to tell which reading applies
Ask whether the verb describes something that takes a stretch of time (progressive reading) or something that happens in an instant, after which a new state holds (resultant-state reading). A few genuinely ambiguous verbs (着る — to wear/put on) can go either way and need context:

- 今、服を着ている。— [I]'m putting on clothes. (in progress) OR [I]'m wearing clothes. (state) — both readings exist; context/tone disambiguates.

## ている vs てある
てある is related but distinct — it marks a deliberately-arranged resultant state, usually of something someone did on purpose to an object, and implies the state was set up intentionally (often for a purpose):

- 窓が開いている。— The window is open. (neutral observation of a state)
- 窓が開けてある。— The window has been [deliberately] left open. (implies someone did it on purpose, often ""in preparation for something"" — see て + おく in [[2-て-form]], which is the deliberate-preparation act; てある is the resulting state of that act)

てある is lower-frequency in casual daily talk than ている — recognize it, but ている does most of the daily work.

## Notes
- 知る is a common trap: 知る itself means ""to learn/find out"" (a moment), so ""I know"" is always 知っている, never the bare plain-form 知る in the present-state sense — 知りません (I don't know) is the one common exception where the plain negative works directly without ている.
- Habitual/repeated actions can also use ている: 毎日走っている。— [I] run every day. (a third loose use, close to ""I habitually do X,"" distinct from both readings above but easy to fold into the ""ongoing state"" intuition once you're comfortable with the core two.)",2026-07-16T09:41:30.500702+00:00,2026-07-16T09:41:30.500702+00:00,ja
20,2-verb/10-たり,たり〜たりする - listing representative actions,verb,2,10,"# たり〜たりする - listing representative actions

Lists a few example actions out of a larger, unstated set — ""[I do] things like X and Y,"" not an exhaustive account of everything that happens. Built on the same sound-shift as plain past (た-form, see [[2-て-form]]), just with り attached.

## Forming it
Plain past (た-form) + り, repeated for each example action, ending in する (conjugated for tense/register):

- 休みの日は本を読んだり、映画を見たりします。— On days off, [I] do things like read books and watch movies.
- 週末は掃除したり、洗濯したりします。— On weekends, [I] do things like clean and do laundry.
- 公園で走ったり、散歩したりしました。— At the park, [I] did things like run and take walks.

The final する carries the actual tense/politeness — the individual たり verbs themselves don't need to match tense with each other or with する.

## Why not just use て-form or と for the list?
Compare to plain て-form sequencing (see [[2-て-form]]) or と's exhaustive ""and"" (see [[../1-particle/5a-と]]):

- 本を読んで、映画を見ました。— [I] read a book, [then] watched a movie. (て-form: a complete, sequential account of exactly what happened)
- 本を読んだり、映画を見たりしました。— [I] did things like read a book and watch a movie. (たり: examples from a longer, unstated list — implies other things happened too)

たり is the natural choice whenever you're giving a representative sample rather than a complete report — which covers a huge share of daily ""what do you do on weekends"" type conversation.

## Contradictory/alternating actions
たり also works well for describing back-and-forth or contradictory actions, emphasizing the alternation itself:

- 天気は良かったり悪かったりです。— The weather is sometimes good, sometimes bad.
- 行ったり来たりする。— [To] go back and forth. (a common fixed expression, lit. ""going and coming"")

## Single たり (less common, but valid)
たり can technically appear just once, still implying ""among other things,"" though doubling it is far more natural and common in daily speech:

- テレビを見たりして、ゆっくりしました。— [I] relaxed, [doing things] like watching TV [among other things].

## Notes
- Don't confuse たり (listing representative/alternating actions) with たら (conditional, see [[6-conditional]]) — both come from the same た-stem sound-shift, but たり always needs する at the end and never means ""if/when.""
- Extremely common when answering casual ""what do you usually do"" questions — a natural, idiomatic way to avoid listing an exhaustive, overly precise account of your routine.",2026-07-16T09:41:30.500702+00:00,2026-07-16T09:41:30.500702+00:00,ja
21,3-adjective/1-i-vs-na-adjective,い-adjective vs な-adjective,adjective,3,1,"# い-adjective vs な-adjective

Japanese adjectives split into two structurally different types. Telling them apart matters because they conjugate completely differently — い-adjectives conjugate on their own, な-adjectives lean on the copula だ/です just like nouns (see [[3-plain-vs-polite-form]] in 2-verb).

## Identifying the two types

**い-adjectives** — end in い in dictionary form (with a few exceptions below), conjugate independently:

- 高い (takai) — expensive/tall
- 暑い (atsui) — hot
- おいしい (oishii) — tasty
- いい (ii) / 良い (yoi) — good (irregular, see below)

**な-adjectives** — don't end in a ""real"" い (or do, but aren't true い-adjectives — see the trap below), require な before a noun and だ/です for predicate use, behave grammatically like nouns:

- 静か(な) — quiet
- 元気(な) — energetic/well
- きれい(な) — pretty/clean
- 有名(な) — famous
- 好き(な) — liked/favorite (note: きれい and 嫌い/好き end in い but are な-adjectives — the trap below)

## The い-adjective trap
A handful of words end in -い but are actually な-adjectives — memorize these as exceptions:

- きれい(な) — pretty (not きれ + い)
- 嫌い(な) — disliked
- 有名(な) is safe (doesn't end in い) but きらい/きれい specifically are the classic gotchas.

Test: try dropping the い and conjugating as an い-adjective (静かい→静かくない). If that sounds wrong and you'd naturally reach for だ/です instead, it's な.

## い-adjective conjugation
Conjugates without needing だ/です at all in plain form:

| | Plain | Polite |
|---|---|---|
| Non-past affirmative | 高い | 高いです |
| Non-past negative | 高くない | 高くないです / 高くありません |
| Past affirmative | 高かった | 高かったです |
| Past negative | 高くなかった | 高くなかったです |

Pattern: drop い, then -くない (negative), -かった (past), -くなかった (past negative). This shift (い→く/かった) is worth drilling the same way the て-form sound shifts are.

## な-adjective conjugation
Conjugates exactly like a noun + copula (だ/です) — see the copula table in [[3-plain-vs-polite-form]]:

| | Plain | Polite |
|---|---|---|
| Non-past affirmative | 静かだ | 静かです |
| Non-past negative | 静かじゃない | 静かじゃないです / 静かではありません |
| Past affirmative | 静かだった | 静かでした |
| Past negative | 静かじゃなかった | 静かじゃなかったです |

## Modifying a noun (attributive use)
This is where the two types visibly diverge in name:

- い-adjective + noun: nothing extra needed — 高い本 (expensive book)
- な-adjective + な + noun: な is required — 静かな部屋 (quiet room), not 静か部屋

Dropping な before a noun is one of the most common beginner mistakes with な-adjectives.

## いい — the one irregular い-adjective
いい (good) conjugates using its older form 良い (よい) for everything except the plain non-past affirmative:

- いい (not いくない for negative)
- 良くない (よくない) — not good
- 良かった (よかった) — was good / thank goodness
- 良くなかった (よくなかった) — was not good

良かった as a standalone exclamation (""thank goodness,"" ""glad [that happened]"") is extremely common in daily speech — worth knowing on its own.

## Notes
- Both types can be nominalized/turned adverbial — see [[2-adverbial-form]].
- な-adjectives are sometimes listed in dictionaries without な (静か, 元気) since な itself isn't part of the word — only added when directly modifying a noun.",2026-07-16T09:41:30.500702+00:00,2026-07-16T09:41:30.500702+00:00,ja
22,3-adjective/2-adverbial-form,Adverbial form — turning adjectives into adverbs,adjective,3,2,"# Adverbial form — turning adjectives into adverbs

Turns ""expensive/quiet"" into ""expensively/quietly"" — modifying a verb instead of a noun. Small, mechanical rule, but used constantly in daily speech (早く来て! — come quickly!). Builds on the い/な split in [[1-i-vs-na-adjective]].

## い-adjectives: い → く
Drop the final い, add く:

- 早い → 早く — early/quickly: 早く起きた。— [I] got up early.
- 高い → 高く — expensively: 高く売れた。— [It] sold for a lot.
- おいしい → おいしく: おいしく作る。— [To] make [it] tasty.

This is the exact same い→く shift used in negative conjugation (高くない, see [[1-i-vs-na-adjective]]) — the adverbial form is just that shift without ない attached.

## な-adjectives: な → に
Drop な, add に:

- 静か(な) → 静かに — quietly: 静かに話してください。— Please speak quietly.
- 上手(な) → 上手に — skillfully: 上手に歌う。— [To] sing well.
- きれい(な) → きれいに: きれいに片付けた。— [I] cleaned [it] up nicely.

## Common daily uses

**Modifying how an action is done** (the core use):
- 元気に育つ。— [To] grow up healthy/energetic.
- 楽しく過ごしてください。— Please have a good/enjoyable time. (楽しい→楽しく)

**With なる (to become)** — extremely common pattern, ""become [adjective]"":
- 寒くなる。— [It]'s getting cold. (寒い→寒く+なる)
- 静かになる。— [It]'s becoming quiet. (静か+に+なる)
- 上手になりました。— [I] got good at [it].

This adjective+adverbial-form+なる pattern is one of the highest-frequency ways to talk about change in daily conversation — worth internalizing alongside the raw conjugation rule.

**With する (to make/do)** — ""make [something adjective]"":
- 部屋をきれいにする。— [To] make the room clean/tidy [it] up.
- 声を大きくしてください。— Please make [your] voice louder. (大きい→大きく)

Mirrors なる: なる = something becomes X on its own, する = someone actively makes something X.

## Notes
- いい's adverbial form uses the irregular よく (from 良い), not いく — 仲良く (get along well), よく食べる (eat a lot/often).
- The adverbial form of a な-adjective (Xに) looks identical to the destination/time particle に (see [[3a-に]] in 1-particle) — they're unrelated grammatically, just a coincidence of spelling; context makes it obvious which is which.",2026-07-16T09:41:30.500702+00:00,2026-07-16T09:41:30.500702+00:00,ja
23,3-adjective/3-comparison,Comparison — もっと / より / 一番,adjective,3,3,"# Comparison — もっと / より / 一番

Japanese doesn't conjugate adjectives for comparison (no ""-er""/""-est"" equivalent) — comparison is done with separate words layered on top of the plain adjective from [[1-i-vs-na-adjective]].

## より — ""more than"" (the comparison particle)
より marks what something is being compared against — attaches after the noun being compared to:

- 今日は昨日より暑いです。— Today is hotter than yesterday. (attached to 昨日, the thing compared against)
- 電車はバスより速い。— The train is faster than the bus.
- これはそれよりいいです。— This is better than that.

The compared item doesn't need を/は/が — より takes its place as the marker on the ""than X"" side.

## もっと — ""more"" (intensifier, no explicit comparison target)
もっと boosts a quality without necessarily naming what it's being compared to — ""more,"" ""even more"":

- もっと大きいのがほしい。— [I] want a bigger one. (bigger [than what I have], target implied not stated)
- もっと頑張ってください。— Please try harder [than you are now].
- もっと静かにしてください。— Please be quieter.

もっと and より can combine: これはそれよりもっといい。— This is even better than that. (more emphatic layering)

## 一番 — ""the most"" (superlative)
一番 (literally ""number one"") marks the top of a group — Japan's equivalent of ""-est"":

- この中で一番好きです。— [I] like [this one] the most out of these.
- 富士山は日本で一番高い山です。— Mt. Fuji is the tallest mountain in Japan.
- 一番好きな食べ物は何ですか。— What's [your] favorite (most-liked) food?

一番 typically pairs with で to mark the group/category being compared within: [category]で一番[adjective].

## Asking ""which is more...?""
どちら/どっち (which of two) + が + adjective + ですか is the standard comparison question:

- コーヒーと紅茶とどちらが好きですか。— Which do [you] like more, coffee or tea?
- どっちが安い? — Which one's cheaper? (casual)

For three or more options, どれ (which, of three+) replaces どちら:

- この中でどれが一番おいしいですか。— Which one [of these] is the tastiest?

## Equal comparison — 〜と同じくらい
""As X as Y"" / ""about the same as"":

- 兄は父と同じくらい背が高い。— [My] older brother is about as tall as [my] father.

## Quick reference

| Pattern | Meaning |
|---|---|
| AはBより[adj] | A is more [adj] than B |
| もっと[adj] | more [adj] (no explicit target) |
| [category]で一番[adj] | the most [adj] in [category] |
| AとBとどちらが[adj]ですか | which is more [adj], A or B? |
| Aと同じくらい[adj] | as [adj] as A |

## Notes
- より on its own (without もっと) is the neutral, common way to compare two things — don't feel like you need もっと every time; もっと is for emphasis or when there's no explicit ""than X"" target in the sentence.
- な-adjectives and い-adjectives both slot into these patterns exactly as their plain form — no special comparison conjugation to learn beyond what's already in [[1-i-vs-na-adjective]].",2026-07-16T09:41:30.500702+00:00,2026-07-16T09:41:30.500702+00:00,ja
24,4-pattern/1-んです,んです / んだ - explanatory nuance,pattern,4,1,"# んです / んだ - explanatory nuance

Adds an ""explaining/seeking explanation"" undertone to a sentence — signals ""here's the reason/context,"" or asks ""what's the story here?"" Extremely common in natural spoken Japanese despite being rarely taught early. んです is the polite register, んだ the plain/casual register (see [[3-plain-vs-polite-form]] in 2-verb). Built on plain form + の (see [[4-の]] in 1-particle, ""explanatory の""), contracted to ん.

## Forming it
Attaches to the plain form of verbs/adjectives, and to noun/な-adjective + な (not だ) before んです:

- 食べる → 食べるんです / 食べるんだ
- 食べた → 食べたんです / 食べたんだ
- 忙しい → 忙しいんです / 忙しいんだ
- 学生 → 学生なんです / 学生なんだ (な inserted before ん for nouns/な-adjectives — unlike plain だ, which is dropped here)

## Explaining a situation (giving background/reason)
The core use: framing a statement as background context or a reason for something, rather than a flat, isolated fact:

- 疲れたんです。— [The thing is,] I'm tired. (explaining why you look tired, or why you're asking to leave early)
- 電車に乗り遅れたんです。— [I'm explaining:] I missed the train. (as opposed to bare 電車に乗り遅れました, which just states the fact with no implied connection to anything)

Compare: 疲れました is a neutral statement. 疲れたんです implies ""and that's relevant to what's going on / why I'm telling you this.""

## Seeking an explanation (question form)
んですか asks ""what's the story?"" — genuinely curious, more probing than a bare か-question:

- どうしたんですか。— What's wrong? / What happened? (noticing something's off, asking for the story)
- 何を見ているんですか。— What are [you] looking at? (curious about something already observed, not a cold opening question)

Compare: 何を見ますか (a neutral, out-of-nowhere question about future viewing) vs 何を見ているんですか (noticing someone is currently looking at something, asking about it).

## Softening a request or opinion (with けど/が)
んです pairs constantly with the softening けど/が (see [[12-けど]] in 1-particle) to lead into a request or opinion gently, without stating it too bluntly:

- ちょっと聞きたいんですけど。— [I] wanted to ask something... (leads into a question softly)
- これ、いいと思うんですが。— I think this is good, but... (offering an opinion, leaving room for pushback)

## Casual んだ
Plain-register んだ works identically, just less formal — extremely common in casual conversation, inner monologue, and casual writing:

- そうなんだ! — Oh, I see! / Really! (a very common reaction to new information)
- 疲れたんだ。— [Explaining, casually:] I'm tired.

そうなんだ/そうなんですね are near-automatic reactions in casual/polite conversation respectively — worth having ready as reflexes.

## Notes
- Overusing んです on every sentence sounds unnatural — it's for when there's genuinely some explanation, context, or noticing involved, not a default sentence-ender.
- んです often gets contracted further in very casual speech to just んだ or even dropped to plain の (see [[4-の]] in 1-particle) — all closely related, same underlying mechanic.",2026-07-16T09:41:30.500702+00:00,2026-07-16T09:41:30.500702+00:00,ja
25,4-pattern/2-requests,Requests — て / てください / ないでください / お願いします,pattern,4,2,"# Requests — て / てください / ないでください / お願いします

How to ask someone to do something, or ask them *not* to — a survival-essential set of patterns, all built on て-form (see [[2-て-form]] in 2-verb), plus お願いします for requesting things rather than actions.

## Casual request — bare て-form
Just the て-form on its own, often with rising intonation, works as a soft casual request or instruction between friends/family:

- ちょっと待って。— Wait a sec.
- これ、取って。— Grab that [for me].
- 手伝って! — Help [me]!

This is not rude — it's the normal way to ask close friends/family for small things. It would sound too blunt with strangers or superiors, where てください or further softening is expected.

## Polite request — てください
The standard, safe polite request — works in most everyday polite situations (asking a stranger, service staff, coworkers):

- ちょっと待ってください。— Please wait a moment.
- こちらに来てください。— Please come this way.
- もう一度言ってください。— Please say that again.

てください can still sound like a direct instruction in some contexts (closer to ""please do X"" as a directive) — for a softer, more deferential request (especially to someone senior or in a formal setting), see the ていただけますか note below.

## Negative request — ないでください
""Please don't [do X]"" — built on the plain negative (see [[3-plain-vs-polite-form]] in 2-verb) + でください:

- 写真を撮らないでください。— Please don't take photos.
- ここに座らないでください。— Please don't sit here.
- 心配しないでください。— Please don't worry.

Casually, just ないで on its own (dropping ください) works among friends:

- 心配しないで。— Don't worry. (softer, no explicit ください needed)
- 行かないで! — Don't go!

## お願いします — requesting a thing/service, not an action
Where てください attaches to a *verb* (""please do X""), お願いします attaches to a *noun* — ""please [handle/give me] X."" Standard for ordering, requesting items, or asking for a service:

- 水をお願いします。— Water, please.
- 会計をお願いします。— The check, please.
- 予約をお願いします。— [I'd like to] make a reservation, please.

For simple physical items, ください and お願いします overlap and are roughly interchangeable — 水をください and 水をお願いします both work, with お願いします feeling a shade more polite/service-oriented:

- 水をください。— [Give me] water, please. (direct, request for the object itself)
- 水をお願いします。— Water, please. (slightly softer/more formal framing, common when ordering)

## お願いします standing alone
Unlike ください, お願いします can stand completely alone, without a preceding verb or even a noun — used when the request is already obvious from context, or as a general ""please [take care of this]"":

- (handing over a form) お願いします。— Here you go, please [handle this]. / Please [take care of it].
- こちらへどうぞ。— Right this way. / (客) お願いします。— (customer, following) Thank you / please [lead the way].

## よろしくお願いします — the essential set phrase
お願いします is the base of よろしくお願いします, one of the most common phrases in Japanese daily life — said when starting a working relationship, asking a favor, or closing an introduction. It has no direct English equivalent and no ください counterpart:

- はじめまして、よろしくお願いします。— Nice to meet you, [I look forward to working with you / please treat me well].
- 今日はよろしくお願いします。— [Let's do our best] today. (said before a meeting, lesson, collaborative task)

## More polite / deferential requests
For situations calling for extra politeness (asking a favor of someone senior, a customer-facing request, formal writing), てもらえますか or ていただけますか are common upgrades from てください — literally asking ""could I receive the favor of your doing X?"" (see [[8-giving-receiving]] in 2-verb for the もらう mechanic behind this):

- 手伝ってもらえますか。— Could [you] help me? (fairly polite)
- もう少し待っていただけますか。— Could [you] wait a bit longer? (more formal/deferential)

These read as questions asking permission/favor rather than direct commands, which is why they land as more polite than a bare てください.

## Quick ladder (casual → most polite)

| Form | Register | Attaches to |
|---|---|---|
| 〜て | Casual, close friends/family | verb |
| 〜てください | Standard polite, safe default | verb |
| 〜てもらえますか | Polite, asking a favor | verb |
| 〜ていただけますか | Formal/deferential | verb |
| Xをお願いします | Standard polite, ordering/requesting items | noun |

Negative mirrors the same ladder: 〜ないで (casual) → 〜ないでください (polite).

## Notes
- てください directed at a stranger out of nowhere for something non-obvious can sound like an order — pairing with すみません or a softening んですが (see [[1-んです]]) makes it land more naturally: すみません、写真を撮ってもらえますか。— Excuse me, could [you] take a photo [for me]?
- Don't confuse ないでください (please don't do X) with なくてもいい (don't have to / it's fine not to do X, the negative counterpart of permission てもいい) — different meanings, easy to mix up at a glance.",2026-07-16T09:41:30.500702+00:00,2026-07-16T09:41:30.500702+00:00,ja
26,4-pattern/3-obligation,Obligation — 〜なければならない / 〜なくちゃ / 〜なきゃ,pattern,4,3,"# Obligation — 〜なければならない / 〜なくちゃ / 〜なきゃ

""Have to / must [do X]"" — built from the plain negative (see [[3-plain-vs-polite-form]] in 2-verb) plus a conditional-shaped ending. Several versions exist on a formality spectrum from stiff/written to very casual.

## The underlying logic
All versions share the same shape: [plain negative stem]く + a conditional ending (""if [you] don't do X...""), with the rest (""...it's no good / won't do"") dropped or contracted. Literally ""if [you] don't do X, [it's bad]"" → practically ""[you] have to do X.""

## Formal/written: 〜なければならない
ない-form, drop い, add ければならない:

- 行く → 行かない → 行かなければならない — [I] have to go.
- 食べる → 食べない → 食べなければならない — [I] have to eat.
- する → しない → しなければならない — [I] have to do [it].

This is the full, formal version — common in writing, announcements, rules. A bit stiff for casual daily speech but not wrong.

## Slightly softer/common: 〜なくてはいけない
Same idea, different conditional ending (なくては instead of なければ), also fairly common in both speech and writing:

- 行かなくてはいけない — [I] have to go.
- 食べなくてはいけない — [I] have to eat.

なければならない and なくてはいけない are largely interchangeable in daily use — pick whichever comes to mind.

## Casual contraction: 〜なくちゃ
なくては contracts to なくちゃ in casual speech — the ending (いけない) is very often dropped entirely, since the obligation is understood from なくちゃ alone:

- 行かなくちゃ(いけない)。— [I] gotta go.
- もう寝なくちゃ。— [I] gotta sleep now.

Dropping いけない and just ending on なくちゃ is extremely natural and common — a bare なくちゃ! by itself (e.g. glancing at a clock) reads as ""gotta go/gotta do it.""

## Most casual contraction: 〜なきゃ
なければ contracts to なきゃ — same deal, いけない/ならない routinely dropped:

- 行かなきゃ(ならない)。— [I] gotta go.
- 早く起きなきゃ。— [I] have to get up early.

なきゃ is probably the single most common way ""have to"" gets expressed in relaxed daily conversation — more casual-sounding than なくちゃ to most ears, though both are fine.

## Quick formality reference

| Form | Register |
|---|---|
| 〜なければならない | Formal/written |
| 〜なくてはいけない | Neutral/common |
| 〜なくちゃ(いけない) | Casual, contraction of なくては |
| 〜なきゃ(ならない) | Very casual, contraction of なければ |

## Notes
- All of these attach to the plain negative stem — the group-dependent negative conjugation rules from [[1-conjugation-group]] (2-verb) apply first, before adding these endings.
- 〜なきゃ/なくちゃ standing completely alone (no verb before it, no いけない after) is a common standalone reaction meaning ""I should get going"" or ""gotta do that [thing we were just discussing]"" — context fills in the rest.",2026-07-16T09:41:30.500702+00:00,2026-07-16T09:41:30.500702+00:00,ja
27,4-pattern/4-ちゃう,ちゃう / じゃう - casual contraction of てしまう,pattern,4,4,"# ちゃう / じゃう - casual contraction of てしまう

Casual, contracted form of て-form + しまう (see [[2-て-form]] in 2-verb). てしまう itself means ""end up doing,"" ""finish doing completely,"" or ""do something regrettable"" — ちゃう is how that sounds in relaxed daily speech, and it's everywhere in real conversation.

## How the contraction works
て + しまう → ちゃう (for verbs whose て-form ends in て). で + しまう → じゃう (for verbs whose て-form ends in で, i.e. the んで group — see the sound-shift table in [[2-て-form]]):

- 食べてしまう → 食べちゃう — end up eating / eat it all
- 忘れてしまう → 忘れちゃう — end up forgetting
- 読んでしまう → 読んじゃう — end up reading / finish reading (で→じゃう)
- 死んでしまう → 死んじゃう — end up dying

Conjugates as a regular う-verb from there: ちゃう/ちゃった/ちゃわない, じゃう/じゃった/じゃわない.

## Two core meanings (same as full てしまう)

**Completion — did something fully/entirely:**
- もう食べちゃった。— [I] already finished eating (all of it).
- 全部読んじゃった。— [I] read the whole thing.

**Regret / unintended consequence — something happened that you wish hadn't, often accidentally:**
- 財布を忘れちゃった。— [I] went and forgot my wallet. (oops)
- 壊しちゃった。— [I] broke it. (accidentally, and feeling bad about it)
- 寝ちゃった。— [I] [accidentally] fell asleep. (e.g. when you meant to stay awake)

Which reading applies is mostly determined by context — a completion-type verb with no obvious downside (食べちゃう) reads as ""finished eating""; an accident-prone context (忘れちゃう, 壊しちゃう) reads as regret.

## Very common standalone reactions
- やっちゃった! — [I] [screwed up and] did it! / Oh no, I did the thing [again]. (very common exclamation after a small mistake)
- しちゃった。— [I] did it [without meaning to] / [I] went ahead and did it.

## Politeness note
ちゃう/じゃう is casual-register only — for polite speech, use the full てしまいます/てしまいました, or drop the nuance and just use a plain verb if the ""regret/completion"" flavor isn't essential to convey.

## Notes
- Don't confuse the contraction ちゃう with random verbs that happen to end in ちゃう unrelatedly — in practice this is rare, context makes it obvious.
- Casual speech often further contracts the past tense: ちゃった is already the norm; you won't typically see it shortened further, but you will hear it constantly in fast, natural speech (やっちゃった、忘れちゃった、寝ちゃった are all near-reflexive daily phrases).",2026-07-16T09:43:43.976791+00:00,2026-07-16T09:43:43.976791+00:00,ja
28,4-pattern/5-appearance-hearsay,"そう / みたい / らしい - appearance, seeming, hearsay",pattern,4,5,"# そう / みたい / らしい - appearance, seeming, hearsay

Three ways to say ""looks like / seems / apparently,"" each with a distinct source of information: そう is a visual/sensory impression, みたい is a casual, general ""seems like,"" and らしい is hearsay/what you heard secondhand. Mixing these up is a common source of subtle unnaturalness even at intermediate level.

## そう (様態) — visual/sensory impression, ""looks like""
Attaches to the ます-stem of verbs (see [[1-conjugation-group]] in 2-verb) or the stem of い/な-adjectives (drop the final い or な), describing an impression formed by looking at something — before you've confirmed it:

- おいしそう。— [That] looks tasty. (haven't tasted it yet, judging by appearance)
- 雨が降りそう。— [It] looks like [it]'s about to rain. (based on the sky right now)
- 疲れてそう。— [You] look tired. (visual impression)
- 便利そう。— [That] looks convenient. (な-adjective stem, drop な: 便利(な)→便利そう)

Irregular: いい → よさそう (not いいそう), ない → なさそう.

This そう is about a *prediction/impression from what you currently perceive* — it's specifically not for something you've already confirmed as true (for that, just state it directly: おいしいです, not おいしいそうです in that sense — see hearsay そう below for the confusingly identical-looking but different construction).

## そう (伝聞) — hearsay, ""I heard that"" (different grammar, same word!)
A second, unrelated そう attaches to the **full plain form** (not the stem) and means ""I heard that..."" — reporting something you were told, not your own impression:

- 明日は雨が降るそうです。— I heard [it]'ll rain tomorrow. (from the news, someone else, etc.)
- 田中さんは忙しいそうです。— I heard Tanaka is busy.

The difference is entirely in what そう attaches to: stem (降りそう, appearance) vs. full plain form (降るそうです, hearsay) — easy to mix up, worth double-checking which one you mean.

## みたい — casual ""seems like"" (general-purpose, spoken)
The casual, catch-all version of both そう and らしい — attaches after the plain form of verbs/い-adjectives, or directly after nouns/な-adjective stems (no な needed before みたい):

- 雨みたい。— Seems like rain. (could be visual, could be secondhand — みたい doesn't specify the source)
- 元気みたい。— [They] seem energetic/well.
- 学生みたいです。— [They] seem to be a student.

みたい is the natural default in casual conversation when you don't need to be precise about *why* you think something — much more common in speech than carefully choosing between visual-そう and hearsay-そう.

## らしい — hearsay / ""apparently"" (also: ""typical of"")
Similar to hearsay-そう, but slightly more distanced/uncertain in tone, and also carries a secondary ""typical of X"" meaning. Attaches after plain form (with the same noun/な-adjective exception as みたい — no だ needed):

- 明日は雨らしい。— Apparently [it]'ll rain tomorrow. (secondhand, slightly more hedge than そう)
- 彼は忙しいらしいです。— [I hear] he's busy.
- 子供らしい。— [That]'s childlike / typical of a child. (the ""typical of"" sense — distinct usage, worth recognizing)

## Quick comparison

| Form | Attaches to | Source of info |
|---|---|---|
| Xそう (appearance) | verb/adjective stem | visual impression, before confirming |
| Xそうです (hearsay) | full plain form | reported, ""I heard"" |
| Xみたい | plain form / noun | casual, source unspecified — safest default |
| Xらしい | plain form / noun | hearsay, more distanced; also ""typical of"" |

## Notes
- In casual daily conversation, みたい does most of the work — don't stress over precisely choosing between visual-そう and らしい early on.
- All four can stack with んです/けど for softening (see [[1-んです]]): 雨が降りそうなんですけど。— It looks like it might rain, so...",2026-07-16T09:43:43.976791+00:00,2026-07-16T09:43:43.976791+00:00,ja
