id,sentence,meaning,created_at,updated_at,word_id,language,category_id
145,確実に成功する自信がある。,I have confidence that I will definitely succeed.,2026-07-11T13:23:16.810483+00:00,2026-07-11T13:23:16.810483+00:00,134,ja,
146,亡命者を受け入れる。,To accept exiles.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,108,ja,81
147,この服は高い。,This clothing is expensive.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,80,ja,74
148,この川は長い。,This river is long.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,217,ja,34
149,遺族に補償金が支払われた。,Compensation was paid to the bereaved families.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,172,ja,80
150,法的後見人を立てる。,To appoint a legal guardian.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,214,ja,81
151,それは可能なことだ。,That is something possible.,2026-07-11T13:23:16.810483+00:00,2026-07-11T13:23:16.810483+00:00,92,ja,
152,貴重な体験をした。,I had a precious experience.,2026-07-11T13:23:16.810483+00:00,2026-07-11T13:23:16.810483+00:00,157,ja,
153,人前で話すのが苦手だ。,I'm not good at speaking in public.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,183,ja,52
154,丁寧に説明してくれてありがとう。,Thank you for explaining it so carefully.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,124,ja,52
155,この本は貴重な資料だ。,This book is a valuable resource.,2026-07-11T13:23:16.810483+00:00,2026-07-11T13:23:16.810483+00:00,157,ja,
156,この鉛筆は短い。,This pencil is short.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,74,ja,63
157,新作映画が上映されている。,A new film is being screened.,2026-07-11T13:23:16.810483+00:00,2026-07-11T13:23:16.810483+00:00,100,ja,
158,この問題は難しい。,This problem is difficult.,2026-07-11T13:23:16.810483+00:00,2026-07-11T13:23:16.810483+00:00,123,ja,
159,内閣総理大臣が演説した。,The Prime Minister gave a speech.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,122,ja,81
160,傷口を消毒する。,To disinfect the wound.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,146,ja,79
161,夏休みが短いと感じる。,I feel that summer vacation is short.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,74,ja,44
162,彼は最近暗い顔をしている。,He's been looking gloomy lately.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,220,ja,55
163,朝の空気が爽快だ。,The morning air is refreshing.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,106,ja,34
164,駅から家が近い。,My house is close to the station.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,107,ja,82
165,秋になると葉が黄色くなる。,Leaves turn yellow in autumn.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,190,ja,34
166,正確に測定する。,I measure precisely.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,151,ja,63
167,彼はいつも丁寧な言葉を使う。,He always uses polite language.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,124,ja,52
168,政治的な理由で亡命した。,He went into exile for political reasons.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,108,ja,81
169,顔が青いですね。,Your face looks pale.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,153,ja,17
170,風が強い日だ。,It is a day with strong wind.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,185,ja,34
171,苦しい時期を乗り越えた。,I overcame a difficult period.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,101,ja,55
172,旅行は楽しい。,Traveling is fun.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,154,ja,39
173,楽しい時間を過ごした。,I had a pleasant time.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,154,ja,55
174,日本語が上手になりたい。,I want to become skilled at Japanese.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,167,ja,44
175,同じ学校に通っている。,We attend the same school.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,109,ja,44
176,細かい説明をする。,Give a detailed explanation.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,158,ja,52
177,優秀な成績を収めた。,I achieved excellent results.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,142,ja,44
178,彼女は手が細い。,She has slender hands.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,216,ja,17
179,仮面の裏に本当の顔がある。,Behind the mask is the real face.,2026-07-11T13:23:16.810483+00:00,2026-07-11T13:23:16.810483+00:00,77,ja,
180,元気ですか？,Are you well?,2026-07-11T13:23:16.810483+00:00,2026-07-11T13:23:16.810483+00:00,89,ja,
181,この建物は古い。,This building is old.,2026-07-11T13:23:16.810483+00:00,2026-07-11T13:23:16.810483+00:00,205,ja,
182,一人で夜道を歩くのは不安だ。,Walking alone at night makes me uneasy.,2026-07-11T13:23:16.810483+00:00,2026-07-11T13:23:16.810483+00:00,195,ja,
183,異国で暮らすのは難しい。,Living in a foreign land is difficult.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,117,ja,39
184,軽い運動をした。,I did light exercise.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,161,ja,69
185,彼は真面目な学生だ。,He is a serious student.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,196,ja,44
186,白い雪が降っている。,White snow is falling.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,197,ja,34
187,信号が赤いので止まった。,I stopped because the traffic light was red.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,140,ja,59
188,太いロープで縛る。,Tie with a thick rope.,2026-07-11T13:23:16.810483+00:00,2026-07-11T13:23:16.810483+00:00,112,ja,
189,内閣が改造された。,The cabinet was reshuffled.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,122,ja,81
190,需要と供給のバランス。,The balance between demand and supply.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,87,ja,48
191,安易に諦めてはいけない。,You must not give up too easily.,2026-07-11T13:23:16.810483+00:00,2026-07-11T13:23:16.810483+00:00,97,ja,
192,数学が苦手だ。,I'm poor at mathematics.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,183,ja,44
193,仁義なき戦い。,A war without mercy.,2026-07-11T13:23:16.810483+00:00,2026-07-11T13:23:16.810483+00:00,130,ja,
194,見事に成功した。,Succeeded brilliantly.,2026-07-11T13:23:16.810483+00:00,2026-07-11T13:23:16.810483+00:00,208,ja,
195,異国の文化を体験する。,To experience the culture of a foreign country.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,117,ja,39
196,地球は丸い。,The earth is round.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,206,ja,34
197,潔い態度で謝る。,I apologize with an upright attitude.,2026-07-11T13:23:16.810483+00:00,2026-07-11T13:23:16.810483+00:00,75,ja,
198,毎日元気に過ごしている。,I spend every day cheerfully.,2026-07-11T13:23:16.810483+00:00,2026-08-29T05:35:26.246638+00:00,89,ja,55
